__fuente__,fecha_inicio,fecha_fin_iso,descripcion,observaciones,fecha_inicio_iso,fecha_cronica,folios,signatura,fecha_fin,fecha_topica
Denegri-Documentos.xlsx,1839-Ago.-01,,Cuentas hechas por M. Carmelino en relación con la compra de útiles de escritorio para la Prefectura de Lima.,Texto manuscrito. Antigua signatura A20,1839-08-01,1839-Ago.-01,1 f.u.,FDL-0091,,Lima
Denegri-Documentos.xlsx,1835-Oct.-21,,"Oficios dirigidos a Manuel Menéndez, alcalde de Lima, por M. José de Rueda.",Texto manuscrito. 3 Unidades. Uno está quemado por tinta. Antigua signatura A20,1835-10-21,1835-Oct.-21/Dic.-05,3 f.u.,FDL-0092,Dic.-05,Lima
Denegri-Documentos.xlsx,1835-Mar.-06,,"Oficio dirigido a Manuel Menéndez, juez de paz, por la Secretaría de Cámara.",Texto manuscrito. Antigua signatura A20,1835-03-06,1835-Mar.-06,1f.u.,FDL-0093,,Lima
Denegri-Documentos.xlsx,1838,,Solicitud de dote dirigida por Antonia Menéndez al Supremo Gobierno.,Texto manuscrito. Antigua signatura A20,,1838,1 f.u.,FDL-0094,,s/l
Denegri-Documentos.xlsx,1839-Abr.-04,,"Carta dirigida al Prefecto de Lima por Manuel Figueroa, encargado del abastecimiento de artículos de escritorio para una oficina pública.",Texto manuscrito. 3 Unidades. Antigua signatura A20,1839-04-04,1839-Abr.-04/ May.-16,4 f.u.,FDL-0095,May.-16,Lima
Denegri-Documentos.xlsx,1835-Ago.-16,,"Oficio dirigido por José Valerio G. a Manuel Menéndez, alcalde de Lima.",Texto manuscrito. Antigua signatura A20,1835-08-16,1835-Ago.-16,1 f.u.,FDL-0096,,Lima
Denegri-Documentos.xlsx,1839-Jul.-28,,"Oficio dirigido a Manuel Menéndez, prefecto de Lima, por Juan Blanco.",Texto manuscrito. Antigua signatura A20,1839-07-28,1839-Jul.-28,1 f.u.,FDL-0097,,Chancay
Denegri-Documentos.xlsx,1835-Oct.-29,,"Instancia promovida por Julián García Amado contra José Domingo Cáceres, fiador del actor Fedriani. Juez: Manuel Menéndez.","Texto manuscrito, incluye carátula. Antigua signatura A20",1835-10-29,1835-Oct.-29/Nov.-02,1 f.u.,FDL-0098,Nov.-02,Lima
Denegri-Documentos.xlsx,1839-Mar.-02,1844-11-29,Correspondencia dirigida por José Rufino Echenique a Manuel Menéndez.,"Texto manuscrito, 9 cartas. Antigua signatura A21. Algunas deterioradas por polilla y humedad.",1839-03-02,1839-Mar.-02/1844-Nov.-29,"14 f.ú., 1 f.b.",FDL-0099,1844-Nov.-29,"San Pedro, Jauja, Tarma"
Denegri-Documentos.xlsx,1844-Oct.-04,,Carta dirigida por Manuel Menéndez a José Rufino Echenique,Texto manuscrito. Antigua signatura A21. Deteriorada por polilla y tinta.,1844-10-04,1844-Oct.-04,"1 f.ú., 1 f.b.",FDL-0100,,Lima
Denegri-Documentos.xlsx,1841-Ago.-08,,"Correspondencia dirigida a Manuel Menéndez, presidente interino de la República, por el teniente coronel Joaquín Torrico, gobernador de la provincia de Piura.",Texto manuscrito. 13 cartas. Una carta está rota y tiene pequeñas zonas perdidas; otra está ligeramente quemada por tinta. Antigua signatura A22.,1841-08-08,1841-Ago.-08/-1842-Jun.-08,"25 f.ú., 3 f.b.",FDL-0101,-1842-Jun.-08,Piura
Denegri-Documentos.xlsx,1842-Ene.-25,,"Cartas dirigidas por Buenaventura Seoane a Manuel Menéndez, presidente interino de la República (Incluye información sobre la misión del ministro peruano Matías León en Quito).",Texto manuscrito. 2 cartas. Antigua signatura A22.,1842-01-25,1842-Ene.-25/Feb.-20,3 f.ú.,FDL-0102,Feb.-20,"Quito, Piura"
Denegri-Documentos.xlsx,1839-Set.-01,,"Cartas dirigidas por Antonio Sepúlveda, subprefecto y comandante militar de la provincia de Cañete al Prefecto del departamento de Lima.",Texto manuscrito. 2 cartas membretadas. Antigua signatura A23.,,1839-Set.-01/Set.-04,"2 f.ú., 2 f.b.",FDL-0103,Set.-04,Lima
Denegri-Documentos.xlsx,1839-Dic.-05,,Oficio dirigido por la Subprefectura de Huarochirí al Prefecto del departamento de Lima.,Texto manuscrito. 1 oficio. Antigua signatura A23.,1839-12-05,1839-Dic.-05,"1 f.ú., 1 f.b.",FDL-0104,,Chaclacayo
Denegri-Documentos.xlsx,1839-May.-29,,"Expediente remitido, mediante un oficio, por el mariscal Antonio Gutiérrez de La Fuente al Prefecto de Lima. Este expediente fue originado por el presbítero Gaspar Cáceres, vecino de Chancay, quien acusa a Juan Cabeduque, vecino del mismo lugar, de espía de Santa Cruz.","Texto manuscrito. 3 unidades membretadas, sello quinto. Antigua signatura A23.",1839-05-29,1839-May.-29/Jun.-26,"4 f.ú., 1 f.b.",FDL-0105,Jun.-26,Lima
Denegri-Documentos.xlsx,s,,Carta dirigida por Fernando del [Malo] Calderón al Prefecto de [Lima].,Texto manuscrito. Algo deteriorado por polilla. Antigua signatura A23.,,s/f.,"1 f.ú., 1 f.b.",FDL-0106,f.,s/l
Denegri-Documentos.xlsx,1845-Feb.-12,,"Copia simple del oficio dirigido por el Gobierno Político y Militar de la Provincia del Callao al Ministro de Gobierno y Relaciones Exteriores del Perú. Además, copia de la respuesta del 13.02.1845.",Texto manuscrito membretado. Antigua signatura A23.,1845-02-12,1845-Feb.-12,1 f.ú.,FDL-0107,,Callao
Denegri-Documentos.xlsx,1841-Jul.-16,1842-06-25,"Correspondencia dirigida a Manuel Menéndez por Victoriano Garrido, político chileno.","Texto manuscrito, 12 cartas, algunas deteioradas por tinta. Antigua signatura A24.",1841-07-16,1841-Jul.-16/1842-Jun.-25,"25 f.ú., 2 f.b.",FDL-0108,1842-Jun.-25,"Valparaíso, Santiago, Hacienda de Cocalan"
Denegri-Documentos.xlsx,1834-Ene. -07,,"7 circulares dirigidas a Manuel Menéndez, comisario del valle de Bocanegra, por la Subprefectura de Lima.","Texto manuscrito. 7 circulares, 6 membretadas. Antigua signatura A25.",1834-01-07,1834-Ene. -07/Mar.-14,"7 f.ú., 4 f.b.",FDL-0109,Mar.-14,Lima
Denegri-Documentos.xlsx,1834- Feb.-11,,"2 circulares dirigidas a Manuel Menéndez, comisario del valle de Bocanegra, por Francisco Rodríguez, prefecto de Lima.","2 circulares, una membretada. Antigua signatura A25.",1834-02-11,1834- Feb.-11/Mar.-26,"2 f.ú., 2 f.b.",FDL-0110,Mar.-26,Lima
Denegri-Documentos.xlsx,1834-Jun.-04,,Parte (sin signos de validación) por el que el Ministro de Gobierno invita a Manuel Menéndez a su despacho a fin de tratar un tema relativo a la Beneficencia Pública.,Texto manuscrito. Antigua signatura A25.,1834-06-04,1834-Jun.-04,"1 f.ú, 1 f.b.",FDL-0111,,Lima
Denegri-Documentos.xlsx,1840-Jul.-31,,"Oficio dirigido a Manuel Menéndez por José Manuel Salas, prefecto de Lima.",Texto manuscrito. Antigua signatura A26.,1840-07-31,1840-Jul.-31,"1 f.ú., 1 f.b.",FDL-0112,,Lima
Denegri-Documentos.xlsx,1813-Ene.-27,,"Correspondencia enviada a Manuel Menéndez por Juan Manuel Hurtado, Manuel Velásquez, José Sotomayor, Jerónimo Garrido, Rosa Navarrete, Jacoba Vigueras de Villamar, Mariano Cabada, Fernando Helme, José Paulino Acevedo, Francisco Gamboa, José Delfín, Lucas Pellicer, Pascual Maldonado, Gaspar Vargas de Velasco, Juan Crisóstomo de Mendiburu, Santos Figueroa, Manuel de Torres Valdivia, Francisco Javier, Delgado, Pedro Antonio Borgoño, A. Villamar, Pedro Buenaño, Rafael Noriega, Pilar Villagra de Mayo, Narciso Barrios, José García y Ramírez, José Alvarado, Mariano de Vivero, Juan Gutiérrez de La Fuente, Ventura de Ugarte y Rivero (adjunta a la de este hay una carta del año 1813 enviada por Tomás Menéndez).","Texto manuscrito, algunos folios están quemados por tinta y uno está roto. 76 cartas. Antigua signatura A26.",1813-01-27,1813-Ene.-27/Set.-30,97 f.ú. 72 f.b.,FDL-0113,Set.-30,"Lima, Arequipa, Jauja, Paita, Santiago, San José, Tacna, Ayacucho, Trujillo, Huaraz, Islay, Huacho, Arica, Cañete, Valparaiso, Cajamarca, Abancay, Jauja, Cusco, Callao, Chayavitas, Lambayeque, Ica, Tangarara, Huanchiguailas, Huancayo"
Denegri-Documentos.xlsx,1840-Set.-29,1845-03-13,"Correspondencia dirigida a Manuel Menéndez por José Jaramillo, prefecto de Huaraz.","Texto manuscrito, 6 Unidades. Antigua signatura A27",,1840-Set.-29/1845-Mar.-13,7 f.u.,FDL-0115,1845-Mar.-13,Huaraz
Denegri-Documentos.xlsx,1839-Mar.-23,1849-01-18,Correspondencia dirigida a Manuel Menéndez por el general Manuel de Mendiburu,Texto manuscrito. 24 Unidades. Antigua signatura A27,1839-03-23,1839-Mar.-23/1849-Ene.-18,24 f.u.,FDL-0116,1849-Ene.-18,"Tacna, Arica, Camana"
Denegri-Documentos.xlsx,s,,Tarjeta de pascua y año nuevo.,Texto manuscrito. Antigua signatura A28,,s/f.,1 f.u.,FDL-0117,f.,Madrid
Denegri-Documentos.xlsx,1837-Feb.-18,,"Cartas dirigidas a Manuel Menéndez por María Constanza Salvi, religiosa del Monasterio de la Concepción.",Texto manuscrito. 2 Unidades. Antigua signatura A29,1837-02-18,1837-Feb.-18/Mar.-07,2 f.u.,FDL-0118,Mar.-07,Monasterio de la Purísima Concepción
Denegri-Documentos.xlsx,1837-Mar.-07,,Borradores de cartas dirigidas por Manuel Menéndez a María Constanza Salvi.,Texto manuscrito. 2 Unidades. Antigua signatura A29,1837-03-07,1837-Mar.-07/Mar.-10,3 f.u.,FDL-0119,Mar.-10,Lima
Denegri-Documentos.xlsx,1872-Oct.-12,,"Pasaporte expedido por P. Gálvez, ministro plenipotenciario del Perú en Francia, a favor de Leonidas Nieto, secretario de la Legación del Perú en la Santa Sede.",Texto impreso. Antigua signatura A30,1872-10-12,1872-Oct.-12,1 f.u.,FDL-0120,,París
Denegri-Documentos.xlsx,1873-Feb.-13,1874-06-27,Correspondencia y borradores de cartas (algunos redactados en trozos de papel) relativos a Leonidas Nieto.,Texto manuscrito. 22 Unidades. Antigua signatura A30,1873-02-13,1873-Feb.-13/ 1874-Jun.-27,37 f.u.,FDL-0121,1874-Jun.-27,"Lima,París, Lima, Londres"
Denegri-Documentos.xlsx,1842-Dic.-31,,Carta dirigida a Domingo Nieto.,Texto manuscrito. Antigua signatura A30,1842-12-31,1842-Dic.-31,1 f.u.,FDL-0122,,Cabanilla
Denegri-Documentos.xlsx,1870-Jul.-22,,Copia simple de un oficio dirigido al Ministro de Relaciones Exteriores.,Texto manuscrito. Antigua signatura A30,1870-07-22,1870-Jul.-22,1 f.u.,FDL-0123,,Lima
Denegri-Documentos.xlsx,1872-Oct.-21,,Carta dirigida a Nieto por la Dirección General de Correos de Francia,Texto manuscrito y impreso. Antigua signatura A30,1872-10-21,1872-Oct.-21,1 f.u.,FDL-0124,,París
Denegri-Documentos.xlsx,1870-May.-25,,Propuesta dirigida a Leonidas Nieto en relación con una posible renovación de la caballería del Ejército Peruano.,Texto manuscrito. Tarjeta de presentación. Antigua signatura A30,1870-05-25,1870-May.-25,1 f.u.,FDL-0125,,Lima
Denegri-Documentos.xlsx,1836-Ene.-15,,"Oficios dirigidos por la Subprefectura de Lima a Manuel Menéndez, dueño de la Hacienda del valle de Bocanegra, en relación con ciertas deudas de contribuciones.",Texto manuscrito. 4 Unidades. Antigua signatura A31,1836-01-15,1836-Ene.-15/Abr.-26,4 f.u.,FDL-0126,Abr.-26,Lima
Denegri-Documentos.xlsx,1825-Dic.-20,1826-02-20,Oficios dirigidos a la Intendencia de la Provincia de Chuquibamba por la Administración del Tesoro Público.,Texto manuscrito. Antigua signatura: A3,1825-12-20,1825-Dic.-20/1826-Feb.-20,6 f.u. y 6 b.,FDL-0025,1826-Feb.-20,Arequipa
Denegri-Documentos.xlsx,1836-Ene.-12,,Carta dirigida a Manuel Menéndez por Josefa Briceño de Arias.,Texto manuscrito. Antigua signatura A31,1836-01-12,1836-Ene.-12,1 f.u.,FDL-0127,,s/l
Denegri-Documentos.xlsx,1836-Feb.-08,,Borradores de oficios (en un folio) dirigidos por el Alcalde de Segunda Nominación a:1.- A la junta comisionada para [recaudar] el empréstito de cien mil pesos. 2.- Al Secretario General del Presidente de la República.,"Texto manuscrito, quemado por tinta. Antigua signatura A31",1836-02-08,1836-Feb.-08,1 f.u.,FDL-0128,,Lima
Denegri-Documentos.xlsx,1838-Ago.-29,,"Expediente iniciado por José Maldonado, que fue guarda de la alameda del Callao, mediante un recurso dirigido al Prefecto de Lima para que se le reponga en su pasado cargo.","Texto manuscrito, algunos folios están picados o quemados por tinta. Antigua signatura A32",1838-08-29,1838-Ago.-29/Oct.-22,4 f.u.,FDL-0129,Oct.-22,Lima
Denegri-Documentos.xlsx,1838-May.-25,,Oficio dirigido a Manuel Menéndez por la Intendencia de Policía.,Texto manuscrito. Antigua signatura A32,1838-05-25,1838-May.-25,1 f.u.,FDL-0130,,Lima
Denegri-Documentos.xlsx,1838-Dic.-16,,"Oficio dirigido a Manuel Menéndez, alcalde de Lima, por Juan Villagarcía.",Texto manuscrito. Antigua signatura A32,1838-12-16,1838-Dic.-16,1 f.u.,FDL-0131,,Lima
Denegri-Documentos.xlsx,1838-Ago.-23,,"Oficio dirigido a Manuel Menéndez, alcalde de Lima, por Pedro de Reina.",Texto manuscrito. Antigua signatura A32,1838-08-23,1838-Ago.-23,1 f.u.,FDL-0132,,Lima
Denegri-Documentos.xlsx,1835-Feb.-13,,Oficio dirigido a Manuel Menéndez por el Colegio Electoral de la Provincia,Texto manuscrito. Antigua signatura A33,1835-02-13,1835-Feb.-13,1 f.u.,FDL-0133,,Lima
Denegri-Documentos.xlsx,1835-Feb.-13,,Oficios dirigidos a Manuel Menéndez por la Subprefectura de Lima,Texto manuscrito. 2 Unidades. Antigua signatura A33,1835-02-13,1835-Feb.-13/ Ago.-12,2 f.u.,FDL-0134,Ago.-12,Lima
Denegri-Documentos.xlsx,1841-Mar.-27,,Correspondencia dirigida a Manuel Menéndez por el general Juan José de Salas.,Texto manuscrito. 17 Unidades. Antigua signatura A34,1841-03-27,1841-Mar.-27/Abr.-10,20 f.u.,FDL-0135,Abr.-10,Callao
Denegri-Documentos.xlsx,1834-Abr.-24,,Carta dirigida a Pedro Salmón por Josef Laguna.,Texto manuscrito. Antigua signatura A35,1834-04-24,1834-Abr.-24,1 f.u.,FDL-0136,,Tambo
Denegri-Documentos.xlsx,s,,Versos dedicados al mariscal Domingo Nieto. Anónimo.,Texto manuscrito. Antigua signatura A35,,s/f.,2 f.u.,FDL-0137,f.,s/l
Denegri-Documentos.xlsx,1842-Jun.-05,,Carta dirigida al mariscal Domingo Nieto por José Barrios.,Texto manuscrito. 3 Unidades. Antigua signatura A35,1842-06-05,1842-Jun.-05/Ago.-29,6 f.u.,FDL-0138,Ago.-29,"Pacallay, Lima, Moquegua"
Denegri-Documentos.xlsx,1830-Jun.-08,1874-04-19,"Cartas dirigidas a Manuel Menéndez por José Pando, Francisco Valle Riestra y por otros.","Texto manuscrito, 5 Unidades. Antigua signatura A35",1830-06-08,1830-Jun.-08/ 1874-Abr.-19,5 f.u.,FDL-0139,1874-Abr.-19,"Lima, Callao"
Denegri-Documentos.xlsx,1834-Ago.-31,,"Carta dirigida por Manuel Menéndez a Juan Gil, director de la Beneficencia de Lima.",Texto manuscrito. Antigua signatura A35,1834-08-31,1834-Ago.-31,1 f.u.,FDL-0140,,Lima
Denegri-Documentos.xlsx,1834-Ago.-31,,"Carta dirigida por Manuel Menéndez a Matías Maestro, director de la Beneficencia de Lima.",Texto manuscrito. Antigua signatura A35,1834-08-31,1834-Ago.-31,1 f.u.,FDL-0141,,Lima
Denegri-Documentos.xlsx,1838-Ago.-06,,"Oficio dirigido por el Gobierno del Distrito Tercero de la República Peruana a Manuel Menéndez, alcalde de Lima y juez de paz.,",Texto manuscrito. Quemado ligeramente por tinta. Antigua signatura A35,1838-08-06,1838-Ago.-06,1 f.u.,FDL-0142,,Lima
Denegri-Documentos.xlsx,1841-Set.-14,,Carta dirigida a Manuel Menéndez por Mariano Martín López.,Caligrafía. Antigua signatura A35,,1841-Set.-14,1 f.u.,FDL-0143,,Trujillo
Denegri-Documentos.xlsx,1840-Jun.-17,,"Oficio dirigido a Manuel Menéndez, presidente del Consejo de Estado, por la Beneficencia Pública de Lima; mediante el cual se le comúnica que se le ha nombrado diputado del Hospital de San Andrés.",Texto manuscrito. Antigua signatura A35,1840-06-17,1840-Jun.-17,1 f.u.,FDL-0144,,Lima
Denegri-Documentos.xlsx,1840-Nov.-04,,"Copia simple del acta de la Asamblea General de la Población Francesa del Río de la Plata, celebrada en Montevideo el 04 de noviembre de 1840.",Texto impreso. Antigua signatura A35,1840-11-04,1840-Nov.-04,1 f.u.,FDL-0145,,Montevideo
Denegri-Documentos.xlsx,1868-May.-23,,Carta dirigida a José María Sancho Dávila por José G. Paz Soldán.,Texto manuscrito. Antigua signatura A35,1868-05-23,1868-May.-23,1 f.u.,FDL-0146,,Lima
Denegri-Documentos.xlsx,1842-Feb.-17,,"Cuentas de deudas del general Nieto por telas, monturas para señora y por otras cosas.",Texto manuscrito. 5 Unidades (en trozos de papel). Antigua signatura A35,1842-02-17,1842-Feb.-17/23,5 f.u.,FDL-0147,23,Arequipa
Denegri-Documentos.xlsx,1782-Mar.-20,,"Arrendamiento: Felipe Sancho Dávila y Salazar, vecino de Lima, arrienda la Hacienda ""Pacallar"", ubicada en el valle de Huanchohuaylas, a Antonio Santa Ana y Rebata.",Texto manuscrito. Antigua signatura A36,1782-03-20,1782-Mar.-20,3 f.u.,FDL-0148,,Lima
Denegri-Documentos.xlsx,1779-May.-10,,"Arrendamiento: Juan Sancho Dávila y Castro, vecino de Lima, arrienda una casa ubicada en Lima a Juan Manuel López.",Texto manuscrito. Antigua signatura A36,1779-05-10,1779-May.-10,2 f.u.,FDL-0149,,Lima
Denegri-Documentos.xlsx,1782-Mar.-09,,"Traslado del arrendamiento de la Hacienda ""Lomolargo"", ubicada en el valle de Huanchohuaylas, otorgado por Felipe Sancho Dávila y Salazar, vecino de Lima, a favor de Ignacio de Amoroto, en Lima, el 08 de marzo de 1782.",Texto manuscrito. Antigua signatura A36,1782-03-09,1782-Mar.-09,5 f.u.,FDL-0150,,Lima
Denegri-Documentos.xlsx,1794-Feb.-18,1802-11-19,"Minuta de escritura del arrendamiento de una hacienda ubicada en el valle de Pariache, la cual Felipe Sancho Dávila otorga en favor de Santiago Rizo. Además, incluye lista de los arrendatarios de la chacra ""Pariache"" desde el año 1776 hasta 1788. Está redactada en un trozo suelto de papel.",Texto manuscrito. Pequeña zona perdida. Antigua signatura A36,1794-02-18,1794-Feb.-18/ 1802-Nov.-19,3 f.u.,FDL-0151,1802-Nov.-19,Lima
Denegri-Documentos.xlsx,1791-Dic.-12,,Auto de la Junta de Temporalidades por el que se resuelve que el Colegio de Bellavista mantendrá el funcionamiento de una escuela de primeras letras.,Texto manuscrito. Antigua signatura A36,1791-12-12,1791-Dic.-12,1 f.u.,FDL-0152,,Lima
Denegri-Documentos.xlsx,1869-Ago.-03,,"Planos: ""Proyecto de casa para Sancho Dávila"".",1 Unidad. Antigua signatura A36,1869-08-03,1869-Ago.-03,2 f.u.,FDL-0153,,Lima
Denegri-Documentos.xlsx,1867-Dic.-19,,Oficio dirigido a José María Sancho Dávila por la Prefectura de Lima.,Texto manuscrito. Zonas perdidas. Antigua signatura A36,1867-12-19,1867-Dic.-19,1 f.u.,FDL-0154,,Lima
Denegri-Documentos.xlsx,1869-Feb.-06,,Carta dirigida a José María Sancho Dávila por Ramón Ascona.,Texto manuscrito. Antigua signatura A36,1869-02-06,1869-Feb.-06,1 f.u.,FDL-0155,,Naranjal
Denegri-Documentos.xlsx,1839,,Copias de correspondencia dirigida por la Legación de Chile en Lima al Ministerio de Relaciones Exteriores de la República de Chile desde 1839 hasta 1842.,"Copias mecanografiadas de documentos conservados en el Archivo Nacional de Chile, en el legajo ""Agentes de Chile en el Perú"", tomo IV. (Hongos 5%). Antigua signatura A37",,1839/1842,533 f.u.,FDL-0156,1842,Lima
Denegri-Documentos.xlsx,1785,,Cuaderno de cuentas de Francisco Josef Coronel.,Texto manuscrito. 99 Unidades. Encuadernado y hojas sueltas. Antigua signatura A38,,1785/1812,101 f.u.,FDL-0157,1812,Arequipa
Denegri-Documentos.xlsx,1643-Nov.-06,1810-08-17,"Cartas, recibos, partes y cuentas en relación con Francisco J. Coronel y con su familia.",Texto manuscrito. 94 Unidades. En hojas sueltas y trozos de papel. Antigua signatura A38,1643-11-06,1643-Nov.-06/1810-Ago.-17,100 f.u.,FDL-0158,1810-Ago.-17,Arequipa
Denegri-Documentos.xlsx,1714-Nov.-28,1715-12-15,"Recibos y cuentas de Vicenta de Valencia, Josef de Barreda y de otros.","Texto manuscrito. Cosido, 2 f. rotos con zonas perdidas. Antigua signatura A38",1714-11-28,1714-Nov.-28/1715-Dic.-15,11 f.u.,FDL-0159,1715-Dic.-15,Arequipa
Denegri-Documentos.xlsx,1836-Set.-18,1838-12-01,Recibos entregados a José Genardo por pagos del arrendamiento de una tienda.,Texto manuscrito. Cosido. Antigua signatura A39. 11Unidades.,,1836-Set.-18/ 1838-Dic.-01,11 f.u.,FDL-0160,1838-Dic.-01,Lima
