__fuente__,signatura,folios,fecha_topica,fecha_cronica_iso,fecha_cronica,observaciones,descripcion
Denegri-Documentos.xlsx,FDL-0099,"14 f.ú., 1 f.b.","San Pedro, Jauja, Tarma.",fecha inválida,1839-Mar.-02/1844-Nov.-29,"Texto manuscrito, 9 cartas. Antigua signatura A21. Algunas deterioradas por polilla y humedad.",Correspondencia dirigida por José Rufino Echenique a Manuel Menéndez.
Denegri-Documentos.xlsx,FDL-0100,"1 f.ú., 1 f.b.",Lima.,1844-10-04,1844-Oct.-04,Texto manuscrito. Antigua signatura A21. Deteriorada por polilla y tinta.,Carta dirigida por Manuel Menéndez a José Rufino Echenique
Denegri-Documentos.xlsx,FDL-0101,"25 f.ú., 3 f.b.",Piura.,fecha inválida,1841-Ago.-08/-1842-Jun.-08,Texto manuscrito. 13 cartas. Una carta está rota y tiene pequeñas zonas perdidas; otra está ligeramente quemada por tinta. Antigua signatura A22.,"Correspondencia dirigida a Manuel Menéndez, presidente interino de la República, por el teniente coronel Joaquín Torrico, gobernador de la provincia de Piura."
Denegri-Documentos.xlsx,FDL-0102,3 f.ú.,"Quito, Piura.",fecha inválida,1842-Ene.-25/Feb.-20,Texto manuscrito. 2 cartas. Antigua signatura A22.,"Cartas dirigidas por Buenaventura Seoane a Manuel Menéndez, presidente interino de la República (Incluye información sobre la misión del ministro peruano Matías León en Quito)."
Denegri-Documentos.xlsx,FDL-0103,"2 f.ú., 2 f.b.",Lima.,fecha inválida,1839-Set.-01/Set.-04,Texto manuscrito. 2 cartas membretadas. Antigua signatura A23.,"Cartas dirigidas por Antonio Sepúlveda, subprefecto y comandante militar de la provincia de Cañete al Prefecto del departamento de Lima."
Denegri-Documentos.xlsx,FDL-0104,"1 f.ú., 1 f.b.",Chaclacayo.,fecha inválida,1839-Dic.-05,Texto manuscrito. 1 oficio. Antigua signatura A23.,Oficio dirigido por la Subprefectura de Huarochirí al Prefecto del departamento de Lima.
Denegri-Documentos.xlsx,FDL-0105,"4 f.ú., 1 f.b.",Lima.,fecha inválida,1839-May.-29/Jun.-26,"Texto manuscrito. 3 unidades membretadas, sello quinto. Antigua signatura A23.","Expediente remitido, mediante un oficio, por el mariscal Antonio Gutiérrez de La Fuente al Prefecto de Lima. Este expediente fue originado por el presbítero Gaspar Cáceres, vecino de Chancay, quien acusa a Juan Cabeduque, vecino del mismo lugar, de espía de Santa Cruz."
Denegri-Documentos.xlsx,FDL-0106,"1 f.ú., 1 f.b.",s/l.,fecha inválida,s/f.,Texto manuscrito. Algo deteriorado por polilla. Antigua signatura A23.,Carta dirigida por Fernando del [Malo] Calderón al Prefecto de [Lima].
Denegri-Documentos.xlsx,FDL-0107,1 f.ú.,Callao.,1845-02-12,1845-Feb.-12,Texto manuscrito membretado. Antigua signatura A23.,"Copia simple del oficio dirigido por el Gobierno Político y Militar de la Provincia del Callao al Ministro de Gobierno y Relaciones Exteriores del Perú. Además, copia de la respuesta del 13.02.1845."
Denegri-Documentos.xlsx,FDL-0108,"25 f.ú., 2 f.b.","Valparaíso, Santiago, Hacienda de Cocalan.",fecha inválida,1841-Jul.-16/1842-Jun.-25,"Texto manuscrito, 12 cartas, algunas deteioradas por tinta. Antigua signatura A24.","Correspondencia dirigida a Manuel Menéndez por Victoriano Garrido, político chileno."
Denegri-Documentos.xlsx,FDL-0109,"7 f.ú., 4 f.b.",Lima.,fecha inválida,1834-Ene. -07/Mar.-14,"Texto manuscrito. 7 circulares, 6 membretadas. Antigua signatura A25.","7 circulares dirigidas a Manuel Menéndez, comisario del valle de Bocanegra, por la Subprefectura de Lima."
Denegri-Documentos.xlsx,FDL-0110,"2 f.ú., 2 f.b.",Lima.,fecha inválida,1834- Feb.-11/Mar.-26,"2 circulares, una membretada. Antigua signatura A25.","2 circulares dirigidas a Manuel Menéndez, comisario del valle de Bocanegra, por Francisco Rodríguez, prefecto de Lima."
Denegri-Documentos.xlsx,FDL-0111,"1 f.ú, 1 f.b.",Lima.,1834-06-04,1834-Jun.-04,Texto manuscrito. Antigua signatura A25.,Parte (sin signos de validación) por el que el Ministro de Gobierno invita a Manuel Menéndez a su despacho a fin de tratar un tema relativo a la Beneficencia Pública.
Denegri-Documentos.xlsx,FDL-0112,"1 f.ú., 1 f.b.",Lima.,1840-07-31,1840-Jul.-31,Texto manuscrito. Antigua signatura A26.,"Oficio dirigido a Manuel Menéndez por José Manuel Salas, prefecto de Lima."
Denegri-Documentos.xlsx,FDL-0113,97 f.ú. 72 f.b.,"Lima, Arequipa, Jauja, Paita, Santiago, San José, Tacna, Ayacucho, Trujillo, Huaraz, Islay, Huacho, Arica, Cañete, Valparaiso, Cajamarca, Abancay, Jauja, Cusco, Callao, Chayavitas, Lambayeque, Ica, Tangarara, Huanchiguailas, Huancayo.",fecha inválida,1813-Ene.-27/Set.-30,"Texto manuscrito, algunos folios están quemados por tinta y uno está roto. 76 cartas. Antigua signatura A26.","Correspondencia enviada a Manuel Menéndez por Juan Manuel Hurtado, Manuel Velásquez, José Sotomayor, Jerónimo Garrido, Rosa Navarrete, Jacoba Vigueras de Villamar, Mariano Cabada, Fernando Helme, José Paulino Acevedo, Francisco Gamboa, José Delfín, Lucas Pellicer, Pascual Maldonado, Gaspar Vargas de Velasco, Juan Crisóstomo de Mendiburu, Santos Figueroa, Manuel de Torres Valdivia, Francisco Javier, Delgado, Pedro Antonio Borgoño, A. Villamar, Pedro Buenaño, Rafael Noriega, Pilar Villagra de Mayo, Narciso Barrios, José García y Ramírez, José Alvarado, Mariano de Vivero, Juan Gutiérrez de La Fuente, Ventura de Ugarte y Rivero (adjunta a la de este hay una carta del año 1813 enviada por Tomás Menéndez)."
Denegri-Documentos.xlsx,FDL-0115,7 f.u.,Huaraz.,fecha inválida,1840-Set.-29/1845-Mar.-13,"Texto manuscrito, 6 Unidades. Antigua signatura A27","Correspondencia dirigida a Manuel Menéndez por José Jaramillo, prefecto de Huaraz."
Denegri-Documentos.xlsx,FDL-0116,24 f.u.,"Tacna, Arica, Camana.",fecha inválida,1839-Mar.-23/1849-Ene.-18,Texto manuscrito. 24 Unidades. Antigua signatura A27,Correspondencia dirigida a Manuel Menéndez por el general Manuel de Mendiburu
Denegri-Documentos.xlsx,FDL-0117,1 f.u.,Madrid.,fecha inválida,s/f.,Texto manuscrito. Antigua signatura A28,Tarjeta de pascua y año nuevo.
Denegri-Documentos.xlsx,FDL-0118,2 f.u.,Monasterio de la Purísima Concepción,fecha inválida,1837-Feb.-18/Mar.-07,Texto manuscrito. 2 Unidades. Antigua signatura A29,"Cartas dirigidas a Manuel Menéndez por María Constanza Salvi, religiosa del Monasterio de la Concepción."
Denegri-Documentos.xlsx,FDL-0119,3 f.u.,Lima.,fecha inválida,1837-Mar.-07/Mar.-10,Texto manuscrito. 2 Unidades. Antigua signatura A29,Borradores de cartas dirigidas por Manuel Menéndez a María Constanza Salvi.
Denegri-Documentos.xlsx,FDL-0120,1 f.u.,París.,1872-10-12,1872-Oct.-12,Texto impreso. Antigua signatura A30,"Pasaporte expedido por P. Gálvez, ministro plenipotenciario del Perú en Francia, a favor de Leonidas Nieto, secretario de la Legación del Perú en la Santa Sede."
Denegri-Documentos.xlsx,FDL-0121,37 f.u.,"Lima,París, Lima, Londres.",fecha inválida,1873-Feb.-13/ 1874-Jun.-27,Texto manuscrito. 22 Unidades. Antigua signatura A30,Correspondencia y borradores de cartas (algunos redactados en trozos de papel) relativos a Leonidas Nieto.
Denegri-Documentos.xlsx,FDL-0122,1 f.u.,Cabanilla.,fecha inválida,1842-Dic.-31,Texto manuscrito. Antigua signatura A30,Carta dirigida a Domingo Nieto.
Denegri-Documentos.xlsx,FDL-0123,1 f.u.,Lima.,1870-07-22,1870-Jul.-22,Texto manuscrito. Antigua signatura A30,Copia simple de un oficio dirigido al Ministro de Relaciones Exteriores.
Denegri-Documentos.xlsx,FDL-0124,1 f.u.,París.,1872-10-21,1872-Oct.-21,Texto manuscrito y impreso. Antigua signatura A30,Carta dirigida a Nieto por la Dirección General de Correos de Francia
Denegri-Documentos.xlsx,FDL-0125,1 f.u.,Lima.,1870-05-25,1870-May.-25,Texto manuscrito. Tarjeta de presentación. Antigua signatura A30,Propuesta dirigida a Leonidas Nieto en relación con una posible renovación de la caballería del Ejército Peruano.
Denegri-Documentos.xlsx,FDL-0126,4 f.u.,Lima.,fecha inválida,1836-Ene.-15/Abr.-26,Texto manuscrito. 4 Unidades. Antigua signatura A31,"Oficios dirigidos por la Subprefectura de Lima a Manuel Menéndez, dueño de la Hacienda del valle de Bocanegra, en relación con ciertas deudas de contribuciones."
Denegri-Documentos.xlsx,FDL-0025,6 f.u. y 6 b.,Arequipa.,fecha inválida,1825-Dic.-20/1826-Feb.-20,Texto manuscrito. Antigua signatura: A3,Oficios dirigidos a la Intendencia de la Provincia de Chuquibamba por la Administración del Tesoro Público.
Denegri-Documentos.xlsx,FDL-0127,1 f.u.,s/l.,fecha inválida,1836-Ene.-12,Texto manuscrito. Antigua signatura A31,Carta dirigida a Manuel Menéndez por Josefa Briceño de Arias.
Denegri-Documentos.xlsx,FDL-0128,1 f.u.,Lima.,1836-02-08,1836-Feb.-08,"Texto manuscrito, quemado por tinta. Antigua signatura A31",Borradores de oficios (en un folio) dirigidos por el Alcalde de Segunda Nominación a:1.- A la junta comisionada para [recaudar] el empréstito de cien mil pesos. 2.- Al Secretario General del Presidente de la República.
Denegri-Documentos.xlsx,FDL-0129,4 f.u.,Lima.,fecha inválida,1838-Ago.-29/Oct.-22,"Texto manuscrito, algunos folios están picados o quemados por tinta. Antigua signatura A32","Expediente iniciado por José Maldonado, que fue guarda de la alameda del Callao, mediante un recurso dirigido al Prefecto de Lima para que se le reponga en su pasado cargo."
Denegri-Documentos.xlsx,FDL-0130,1 f.u.,Lima.,1838-05-25,1838-May.-25,Texto manuscrito. Antigua signatura A32,Oficio dirigido a Manuel Menéndez por la Intendencia de Policía.
Denegri-Documentos.xlsx,FDL-0131,1 f.u.,Lima.,fecha inválida,1838-Dic.-16,Texto manuscrito. Antigua signatura A32,"Oficio dirigido a Manuel Menéndez, alcalde de Lima, por Juan Villagarcía."
Denegri-Documentos.xlsx,FDL-0132,1 f.u.,Lima.,fecha inválida,1838-Ago.-23,Texto manuscrito. Antigua signatura A32,"Oficio dirigido a Manuel Menéndez, alcalde de Lima, por Pedro de Reina."
Denegri-Documentos.xlsx,FDL-0133,1 f.u.,Lima.,1835-02-13,1835-Feb.-13,Texto manuscrito. Antigua signatura A33,Oficio dirigido a Manuel Menéndez por el Colegio Electoral de la Provincia
Denegri-Documentos.xlsx,FDL-0134,2 f.u.,Lima.,fecha inválida,1835-Feb.-13/ Ago.-12,Texto manuscrito. 2 Unidades. Antigua signatura A33,Oficios dirigidos a Manuel Menéndez por la Subprefectura de Lima
Denegri-Documentos.xlsx,FDL-0135,20 f.u.,Callao.,fecha inválida,1841-Mar.-27/Abr.-10,Texto manuscrito. 17 Unidades. Antigua signatura A34,Correspondencia dirigida a Manuel Menéndez por el general Juan José de Salas.
Denegri-Documentos.xlsx,FDL-0136,1 f.u.,Tambo.,fecha inválida,1834-Abr.-24,Texto manuscrito. Antigua signatura A35,Carta dirigida a Pedro Salmón por Josef Laguna.
Denegri-Documentos.xlsx,FDL-0137,2 f.u.,s/l.,fecha inválida,s/f.,Texto manuscrito. Antigua signatura A35,Versos dedicados al mariscal Domingo Nieto. Anónimo.
Denegri-Documentos.xlsx,FDL-0138,6 f.u.,"Pacallay, Lima, Moquegua.",fecha inválida,1842-Jun.-05/Ago.-29,Texto manuscrito. 3 Unidades. Antigua signatura A35,Carta dirigida al mariscal Domingo Nieto por José Barrios.
Denegri-Documentos.xlsx,FDL-0139,5 f.u.,"Lima, Callao.",fecha inválida,1830-Jun.-08/ 1874-Abr.-19,"Texto manuscrito, 5 Unidades. Antigua signatura A35","Cartas dirigidas a Manuel Menéndez por José Pando, Francisco Valle Riestra y por otros."
Denegri-Documentos.xlsx,FDL-0140,1 f.u.,Lima.,fecha inválida,1834-Ago.-31,Texto manuscrito. Antigua signatura A35,"Carta dirigida por Manuel Menéndez a Juan Gil, director de la Beneficencia de Lima."
Denegri-Documentos.xlsx,FDL-0141,1 f.u.,Lima.,fecha inválida,1834-Ago.-31,Texto manuscrito. Antigua signatura A35,"Carta dirigida por Manuel Menéndez a Matías Maestro, director de la Beneficencia de Lima."
Denegri-Documentos.xlsx,FDL-0142,1 f.u.,Lima.,fecha inválida,1838-Ago.-06,Texto manuscrito. Quemado ligeramente por tinta. Antigua signatura A35,"Oficio dirigido por el Gobierno del Distrito Tercero de la República Peruana a Manuel Menéndez, alcalde de Lima y juez de paz.,"
Denegri-Documentos.xlsx,FDL-0143,1 f.u.,Trujillo.,fecha inválida,1841-Set.-14,Caligrafía. Antigua signatura A35,Carta dirigida a Manuel Menéndez por Mariano Martín López.
Denegri-Documentos.xlsx,FDL-0144,1 f.u.,Lima.,1840-06-17,1840-Jun.-17,Texto manuscrito. Antigua signatura A35,"Oficio dirigido a Manuel Menéndez, presidente del Consejo de Estado, por la Beneficencia Pública de Lima; mediante el cual se le comúnica que se le ha nombrado diputado del Hospital de San Andrés."
Denegri-Documentos.xlsx,FDL-0145,1 f.u.,Montevideo.,1840-11-04,1840-Nov.-04,Texto impreso. Antigua signatura A35,"Copia simple del acta de la Asamblea General de la Población Francesa del Río de la Plata, celebrada en Montevideo el 04 de noviembre de 1840."
Denegri-Documentos.xlsx,FDL-0146,1 f.u.,Lima.,1868-05-23,1868-May.-23,Texto manuscrito. Antigua signatura A35,Carta dirigida a José María Sancho Dávila por José G. Paz Soldán.
Denegri-Documentos.xlsx,FDL-0147,5 f.u.,Arequipa.,fecha inválida,1842-Feb.-17/23,Texto manuscrito. 5 Unidades (en trozos de papel). Antigua signatura A35,"Cuentas de deudas del general Nieto por telas, monturas para señora y por otras cosas."
Denegri-Documentos.xlsx,FDL-0148,3 f.u.,Lima.,1782-03-20,1782-Mar.-20,Texto manuscrito. Antigua signatura A36,"Arrendamiento: Felipe Sancho Dávila y Salazar, vecino de Lima, arrienda la Hacienda ""Pacallar"", ubicada en el valle de Huanchohuaylas, a Antonio Santa Ana y Rebata."
Denegri-Documentos.xlsx,FDL-0149,2 f.u.,Lima.,1779-05-10,1779-May.-10,Texto manuscrito. Antigua signatura A36,"Arrendamiento: Juan Sancho Dávila y Castro, vecino de Lima, arrienda una casa ubicada en Lima a Juan Manuel López.."
Denegri-Documentos.xlsx,FDL-0150,5 f.u.,Lima.,1782-03-09,1782-Mar.-09,Texto manuscrito. Antigua signatura A36,"Traslado del arrendamiento de la Hacienda ""Lomolargo"", ubicada en el valle de Huanchohuaylas, otorgado por Felipe Sancho Dávila y Salazar, vecino de Lima, a favor de Ignacio de Amoroto, en Lima, el 08 de marzo de 1782."
Denegri-Documentos.xlsx,FDL-0151,3 f.u.,Lima.,fecha inválida,1794-Feb.-18/ 1802-Nov.-19,Texto manuscrito. Pequeña zona perdida. Antigua signatura A36,"Minuta de escritura del arrendamiento de una hacienda ubicada en el valle de Pariache, la cual Felipe Sancho Dávila otorga en favor de Santiago Rizo. Además, incluye lista de los arrendatarios de la chacra ""Pariache"" desde el año 1776 hasta 1788. Está redactada en un trozo suelto de papel."
Denegri-Documentos.xlsx,FDL-0152,1 f.u.,Lima.,fecha inválida,1791-Dic.-12,Texto manuscrito. Antigua signatura A36,Auto de la Junta de Temporalidades por el que se resuelve que el Colegio de Bellavista mantendrá el funcionamiento de una escuela de primeras letras.
Denegri-Documentos.xlsx,FDL-0153,2 f.u.,Lima.,fecha inválida,1869-Ago.-03,1 Unidad. Antigua signatura A36,"Planos: ""Proyecto de casa para Sancho Dávila""."
Denegri-Documentos.xlsx,FDL-0154,1 f.u.,Lima.,fecha inválida,1867-Dic.-19,Texto manuscrito. Zonas perdidas. Antigua signatura A36,Oficio dirigido a José María Sancho Dávila por la Prefectura de Lima.
Denegri-Documentos.xlsx,FDL-0155,1 f.u.,Naranjal.,1869-02-06,1869-Feb.-06,Texto manuscrito. Antigua signatura A36,Carta dirigida a José María Sancho Dávila por Ramón Ascona.
Denegri-Documentos.xlsx,FDL-0156,533 f.u.,Lima.,fecha inválida,1839/1842,"Copias mecanografiadas de documentos conservados en el Archivo Nacional de Chile, en el legajo ""Agentes de Chile en el Perú"", tomo IV. (Hongos 5%). Antigua signatura A37",Copias de correspondencia dirigida por la Legación de Chile en Lima al Ministerio de Relaciones Exteriores de la República de Chile desde 1839 hasta 1842.
Denegri-Documentos.xlsx,FDL-0157,101 f.u.,Arequipa.,fecha inválida,1785/1812,Texto manuscrito. 99 Unidades. Encuadernado y hojas sueltas. Antigua signatura A38,Cuaderno de cuentas de Francisco Josef Coronel.
Denegri-Documentos.xlsx,FDL-0158,100 f.u.,Arequipa.,fecha inválida,1643-Nov.-06/1810-Ago.-17,Texto manuscrito. 94 Unidades. En hojas sueltas y trozos de papel.. Antigua signatura A38,"Cartas, recibos, partes y cuentas en relación con Francisco J. Coronel y con su familia."
Denegri-Documentos.xlsx,FDL-0159,11 f.u.,Arequipa.,fecha inválida,1714-Nov.-28/1715-Dic.-15,"Texto manuscrito. Cosido, 2 f. rotos con zonas perdidas. Antigua signatura A38","Recibos y cuentas de Vicenta de Valencia, Josef de Barreda y de otros."
Denegri-Documentos.xlsx,FDL-0160,11 f.u.,Lima.,fecha inválida,1836-Set.-18/ 1838-Dic.-01,Texto manuscrito. Cosido. Antigua signatura A39. 11Unidades.,Recibos entregados a José Genardo por pagos del arrendamiento de una tienda..
Denegri-Documentos.xlsx,FDL-0161,2 f.u.,Madrid.,1788-10-09,1788-Oct.-09,Texto manuscrito. Antigua signatura A39,"Copia inconclusa de una petición presentada en Madrid por Josef Martínez, representante de Pedro de Santa María, deán de la Catedral de Arequipa, por la que solicita que se despache un mandamiento de ejecución contra los bienes de los testamentarios de Martín Mantiarena, quien en vida administraba ciertos bienes del religioso. El original fue presentado el 09 de octubre de 1788."
Denegri-Documentos.xlsx,FDL-0162,1 f.u.,Madrid.,fecha inválida,1789-Abr.-03,Texto manuscrito. Antigua signatura A39,"Copia de auto por el que Juan Antonio de Santa María, teniente corregidor de Madrid, despacha un mandamiento de ejecución contra los bienes de los testamentarios de Martín Mantiarena."
Denegri-Documentos.xlsx,FDL-0163,7 f.u.,Arequipa.,fecha inválida,1787-May.-26/ 1789-Abr.-12,Texto manuscrito. 3 Unidades. Incluye una hoja suelta donde se trata acerca del mismo asunto. Antigua signatura A39,"Cartas dirigidas por Pedro de Santa María, deán de la Catedral de Arequipa, a Santiago Sáenz de Asofra, en relación con cuentas."
Denegri-Documentos.xlsx,FDL-0164,2 f.u.,,fecha inválida,1800-Jul.-16/1803-Mar.-28,Texto manuscrito. Redactadas en dos trozos de papel. Antigua signatura A39,"Constancias de tres escrituras de venta de un mismo esclavo, que se otorgaron ante el escribano Juan de Torres Preciado entre los años 1800 y 1803."
Denegri-Documentos.xlsx,FDL-0165,1 f.u.,Lima.,1840-11-27,1840-Nov.-27,Texto manuscrito. Antigua signatura A39,Constancia de venta de un calesín dada por Micaela Muñoz y Otárola a Manuel María Morales.
Denegri-Documentos.xlsx,FDL-0166,1 f.u.,Callao.,fecha inválida,1840-Abr.-29,Texto manuscrito. Antigua signatura A39,Recibo de Manuel Carlos para la Intendencia de Policía del Callao.
Denegri-Documentos.xlsx,FDL-0167,21 f.u.,Lima.,fecha inválida,1839-Ago.-01/ 1841-May.-26,Texto manuscrito. 21 Unidades. Antigua signatura A39,Recibos de la Intendencia de Policía de Lima y de la Tesorería de Propios para el subastador del ramo de chichas y huarapos José Cirilo Espinoza.
